  1252 Celestia           L.H._Wasserman  10.89  0.15  0.89  17.4 ?       0   0   0   0   0   0 31081 1596 20181009  92.555423  63.587016 140.911112  33.840020 0.20768080    2.69416581 20180602 2.6E-02 -1.8E-04 20180912 2.4E-02 20191008 3.9E-02 20220526 3.9E-02 20220526	1252      10.57   2.6948674  0.2192693 0.5464871   81.368546    -5.677215   -39.317728    1.52  -2	  1252 -           01252    10.89 +0.15 2455544.8452130  18  19   0   0 "DV-I"  21.560   0.947 0.167 0.027 0.263 0.050 1.000 0.000 "-" "Mas12"	  1252 Celestia           1933_DG    10.89  0.15  5   20.36  0.69 0.193 0.014	?       ?    ?   ?    ?   ?         ?          ?           ?           ?         ?           ?          ?           ?       ?      ?       ?      ?       ?        ?     ?    ?     ?    ?     ?    ?     ?    ?     ?    ?     ?     ?     ?     ?       ? ?                     ?  ? ?           ?          ?         ?       ?       ?      ?     ?                     ?    ?        ?      ?          ?          ?            ?          ?          ?          ?         ?                      ?          ?            ?        ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
  1263 Varsavia           L.H._Wasserman  10.2   0.15  0.73  49.3 ?       0   0   0   0   0   0 31097 1569 20181009 304.451196 287.377721 158.479309  29.269310 0.18867615    2.66523133 20180602 4.0E-02  1.4E-04 20180912 4.1E-02 20180930 5.7E-02 20271114 5.6E-02 20271114	1263      10.17   2.6660741  0.1791473 0.4931323   82.688788     3.807091   -41.668388    1.81  10	  1263 -           01263    10.20 +0.15 2456894.3648830   9   9   0   0 "DV--"  37.562  10.711 0.080 0.025 0.120 0.065 0.950 0.182 "-" "Nug15"	  1263 Varsavia           1933_FF    10.50  0.15  6   51.44  0.74 0.042 0.002	?       ?    ?   ?    ?   ?         ?          ?           ?           ?         ?           ?          ?           ?       ?      ?       ?      ?       ?        ?     ?    ?     ?    ?     ?    ?     ?    ?     ?    ?     ?     ?     ?     ?       ? ?                     ?  ? ?           ?          ?         ?       ?       ?      ?     ?                     ?    ?        ?      ?          ?          ?            ?          ?          ?          ?         ?                      ?          ?            ?        ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
  1264 Letaba             L.H._Wasserman   9.7   0.15     ?  74.7 ?       0   0   0   0   0   0 31008 1777 20181009 193.459034  31.581338 235.049164  24.954763 0.15516345    2.86623835 20180403 1.8E-02  7.8E-05 20180912 3.0E-02 20190114 5.2E-02 20250507 5.2E-02 20250507	1264       9.48   2.8633764  0.2368164 0.4195108   74.286856    20.034948   -57.624334   39.62  10	  1264 -           01264     9.60 +0.15 2456736.6612510   9   9   0   0 "DV--"  67.792  17.671 0.048 0.065 0.071 0.157 0.950 0.181 "-" "Nug15"	  1264 Letaba             1933_HG     9.10  0.15 10   70.34  0.77 0.082 0.002	?       ?    ?   ?    ?   ?         ?          ?           ?           ?         ?           ?          ?           ?       ?      ?       ?      ?       ?        ?     ?    ?     ?    ?     ?    ?     ?    ?     ?    ?     ?     ?     ?     ?       ? ?                     ?  ? ?           ?          ?         ?       ?       ?      ?     ?                     ?    ?        ?      ?          ?          ?            ?          ?          ?          ?         ?                      ?          ?            ?        ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
  1301 Yvonne             L.H._Wasserman  11.3   0.15     ?  22.8 ?       0   0   0   0   0   0 30760 1606 20181009 182.221377 302.202184 161.517811  34.030531 0.26974225    2.76655620 20180602 2.2E-02 -8.3E-05 20180912 2.7E-02 20190825 4.7E-02 20210110 4.7E-02 20210110	1301      11.14   2.7653933  0.1653716 0.5486761   78.275603   -56.103082   -44.443667    2.08  10	  1301 -           01301    11.30 +0.15 2455523.6202940  10  10   0   0 "DV-I"  21.946   0.409 0.111 0.020 0.085 0.013 1.000 0.000 "-" "Mas12"	  1301 Yvonne             1934_EA    10.80  0.15 10   21.54  0.25 0.201 0.006	sc468a  5582 1   55   276 1243.490  590.749    53622.18698 312.062786  -1.200262 314.176572  16.023459  -32.425920  -0.1310 0.0046 -0.2047 0.0054 -0.1900 -0.1604  18.27 0.03 16.75 0.02 16.30 0.01 16.18 0.01 16.18 0.02 -0.11 0.02  16.48 17.14 1    1301 Yvonne                1  1 00000000  312.062736  -1.200226 15.94    3.275   2.404 10.34  ASTORB_20080108      10.80 0.15  2670  54500.500000   2.76294092 0.27267943  34.060994 161.663498 302.145493  67.143866  -                      0.00000000 0.00000000   0.000000 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
  1360 Tarka              L.H._Wasserman  11.5   0.15     ?  29.8 ?       0   0   0   0   0   0 30182 1589 20181009 197.270657 288.049466 331.405775  22.824027 0.21379515    2.63507457 20180403 1.6E-02  5.6E-05 20180912 2.6E-02 20190111 5.2E-02 20200422 5.2E-02 20200422	1360      11.30   2.6338091  0.2129658 0.4094996   84.210674    18.567747   -45.791063    1.52  -2	  1360 -           01360    11.40 +0.15 2456695.1125688  16  17   0   0 "DV--"  30.981   9.972 0.041 0.034 0.061 0.080 0.950 0.198 "-" "Nug15"	  1360 Tarka              1935_OD    11.00  0.15  8   32.92  0.41 0.065 0.002	s193c0  2826 3   34    68  761.735 1049.300    52262.37634 128.650254  40.875334 120.488336  21.439496   32.958777  -0.0753 0.0027 +0.1483 0.0032 -0.1784 +0.0087  18.04 0.02 16.57 0.01 16.08 0.02 15.96 0.02 15.86 0.03 -0.09 0.01  16.28 16.97 1    1360 Tarka                 1  1 00000000  128.650281  40.875387 15.94    3.101   2.271 11.43  ASTORB_20080108      11.00 0.15  2628  54500.500000   2.63332400 0.21722799  22.814355 331.497116 288.006970  18.144953  -                      0.00000000 0.00000000   0.000000 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  1585 Union              L.H._Wasserman  10.66  0.15     ?  50.4 ?       0   0   0   0   0   0 28824 2039 20181009  23.086851 264.506934 150.089541  26.185095 0.30910413    2.92846140 20180207 3.1E-02  3.2E-06 20180912 4.6E-02 20190129 5.2E-02 20240127 5.1E-02 20240127	1585      10.18   2.9305023  0.2148878 0.4616585   71.750477     9.187658   -53.538209    2.45  -2	  1585 -           01585    10.66 +0.15 2456777.2818510   7   7   0   0 "DV--"  49.013  18.071 0.046 0.019 0.069 0.047 0.950 0.206 "-" "Nug15"	  1585 Union              1947_RG    10.66  0.15  7   50.68  0.88 0.038 0.001	?       ?    ?   ?    ?   ?         ?          ?           ?           ?         ?           ?          ?           ?       ?      ?       ?      ?       ?        ?     ?    ?     ?    ?     ?    ?     ?    ?     ?    ?     ?     ?     ?     ?       ? ?                     ?  ? ?           ?          ?         ?       ?       ?      ?     ?                     ?    ?        ?      ?          ?          ?            ?          ?          ?          ?         ?                      ?          ?            ?        ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
  2234 Schmadel           L.H._Wasserman  12.2   0.15     ?     ? ?       0   0   0   0   0   0 16683 1194 20181009 105.186242 272.070350   6.106794  25.236288 0.19874614    2.70087118 20180204 3.0E-02  1.8E-04 20180912 3.8E-02 20181109 7.0E-02 20260802 7.0E-02 20260802	2234      11.99   2.6995096  0.1745817 0.4403417   81.155507    12.494196   -43.346232    1.46  -2	  2234 -           02234    12.10 +0.15 2455213.3846750  11   0  11  10 "DVBI"   9.473   0.046 0.284 0.016 0.369 0.030 0.892 0.013 "-" "Mas11"	     ? ?                           ?  ?     ?     ?  ?      ?     ?     ?    	s2407f  3525 5  197   176 1412.050 1517.970    52619.49408 184.653487  10.787125 179.922243  11.736885  100.658354  +0.2018 0.0048 -0.1037 0.0045 +0.2314 -0.0129  20.54 0.08 18.65 0.02 17.86 0.02 17.59 0.03 17.69 0.03  0.25 0.02  18.19 19.19 1    2234 Schmadel              1  1 00000000  184.653514  10.787130 18.10    2.889   2.901 19.58  ASTORB_20080108      12.50 0.15  1282  54500.500000   2.69863161 0.20163783  25.226321   6.188365 272.430454 318.141481  -                      0.00000000 0.00000000   0.000000 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  2382 Nonie              L.H._Wasserman  11.8   0.15     ?     ? ?       0   0   0   0   0   0 15017 1082 20181009 330.878840  66.640186 246.002778  30.990986 0.32947717    2.76151555 20180602 2.8E-02 -7.0E-05 20180912 2.7E-02 20190222 8.8E-02 20230627 8.8E-02 20230627	2382      11.65   2.7595674  0.2747066 0.5439049   78.523484    -1.343326   -45.715647    0.76  10	  2382 -           02382    11.80 +0.15 2456774.7445119  12  12   0   0 "DV--"  15.878   4.255 0.071 0.028 0.107 0.069 0.950 0.194 "-" "Nug15"	  2382 Nonie              1977_GA    11.40  0.15  1   20.14  1.49 0.120 0.019	?       ?    ?   ?    ?   ?         ?          ?           ?           ?         ?           ?          ?           ?       ?      ?       ?      ?       ?        ?     ?    ?     ?    ?     ?    ?     ?    ?     ?    ?     ?     ?     ?     ?       ? ?                     ?  ? ?           ?          ?         ?       ?       ?      ?     ?                     ?    ?        ?      ?          ?          ?            ?          ?          ?          ?         ?                      ?          ?            ?        ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
  3004 Knud               L.H._Wasserman  15.1   0.15     ?     ? ?       0   0   0   0   0   0 14984  281 20181009  79.558701 212.982458 322.414224  30.108409 0.26474600    2.59216207 20170314 9.9E-02 -6.5E-04 20180912 8.6E-02 20190906 2.2E-01 20260327 2.2E-01 20260327	3004      14.80   2.5905992  0.3332099 0.4845997   86.328376    11.432877   -49.617141    1.91  -2	     ? ?           ?         ?    ?     ?                ?   ?   ?    ? ?      ?        ?      ?     ?     ?     ?     ?     ?      ?   ?     	     ? ?                           ?  ?     ?     ?  ?      ?     ?     ?    	sbc567  5061 1  284   187 1406.440 1827.650    53352.44982 157.337432  25.988929 149.322501  15.323688   67.546901  +0.0440 0.0034 -0.1729 0.0032 +0.1419 -0.1145  20.94 0.07 19.14 0.02 18.46 0.03 18.26 0.02 18.32 0.03  0.12 0.02  18.74 19.64 1    3004 Knud                  1  1 00000000  157.337410  25.988990 18.78    2.088   1.515 26.00  ASTORB_20080108      15.10 0.15  1119  54500.500000   2.59014581 0.26630662  30.143067 322.585406 212.737748 238.574856  -                      0.00000000 0.00000000   0.000000 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  3579 Rockholt           L.H._Wasserman  13.7   0.15     ?     ? ?       0   0   0   0   0   0 14662  695 20181009 355.432172 108.696045  14.581257  31.061615 0.35625149    2.73412594 20180306 5.0E-02  7.0E-05 20180912 7.7E-02 20190330 8.8E-02 20221122 1.1E-01 20280324	3579      13.56   2.7336641  0.2834076 0.5459454   79.642341    -0.369045   -45.817531    0.60  10	  3579 -           03579    13.60 +0.15 2456688.5932461   9   9   0   0 "DV--"   6.046   1.410 0.142 0.069 0.212 0.171 0.950 0.190 "-" "Nug15"	     ? ?                           ?  ?     ?     ?  ?      ?     ?     ?    	sb68f5  4887 4   12   144  148.828 1879.660    53293.37306  55.183926  48.096408  64.490845  27.693675   42.144448  +0.2077 0.0019 +0.3414 0.0019 -0.0532 +0.3968  19.03 0.03 17.58 0.01 17.23 0.01 17.07 0.02 17.09 9.35 -0.19 0.01  17.36 17.92 1    3579 Rockholt              1  1 00000000   55.183941  48.096454 17.61    2.176   1.388 20.23  ASTORB_20080108      14.20 0.15   999  54500.500000   2.73412179 0.35592105  31.058362  14.628153 108.805675 224.821152  -                      0.00000000 0.00000000   0.000000 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
