   -54.313465   -54.977966   -55.596165   -56.174065   -56.716568   -57.228065   -57.711967   -58.171665   -58.609665   -59.028465   -59.430168   -59.816368   -60.188866   -60.549065   -60.898064   -61.237167   -61.567169   -61.889168   -62.203766   -62.511665   -62.813667   -63.110367   -63.402069   -63.689468   -63.972870   -64.252670   -64.529266   -64.803070   -65.074265   -65.343269   -65.610168   -65.875267   -66.138763   -66.400864   -66.661865   -66.921768   -67.180862   -67.439270   -67.697067   -67.954468   -68.211464   -68.468262   -68.725067   -68.981766   -69.238564   -69.495468   -69.752762   -70.010269   -70.268265   -70.526665   -70.785667   -71.045166   -71.305367   -71.566162   -71.827766   -72.090164   -72.353363   -72.617462   -72.882462   -73.148369   -73.415268   -73.683067   -73.951965   -74.221970   -74.492966   -74.765068   -75.038162   -75.312569   -75.587967   -75.864563   -76.142265   -76.421165   -76.701263   -76.982468   -77.264862   -77.548370   -77.833069   -78.118866   -78.405869   -78.693970   -78.983170   -79.273468   -79.564766   -79.857162   -80.150566   -80.444962   -80.740265   -81.036469   -81.333565   -81.631470   -81.930168   -82.229568   -82.529564   -82.830269   -83.131363   -83.432968   -83.734970   -84.037170   -84.339569   -84.641968   -84.944366
   -54.758266   -55.415867   -56.028065   -56.600868   -57.139065   -57.646767   -58.127567   -58.584465   -59.020367   -59.437366   -59.837570   -60.222763   -60.594566   -60.954163   -61.303070   -61.642166   -61.972466   -62.294769   -62.610069   -62.918869   -63.221863   -63.519569   -63.812668   -64.101364   -64.386368   -64.667870   -64.946266   -65.221970   -65.495163   -65.766266   -66.035370   -66.302765   -66.568665   -66.833267   -67.096764   -67.359367   -67.621170   -67.882263   -68.142967   -68.403168   -68.663269   -68.923164   -69.182968   -69.442863   -69.702965   -69.963165   -70.223770   -70.484764   -70.746262   -71.008270   -71.270767   -71.533966   -71.797867   -72.062469   -72.327965   -72.594269   -72.861366   -73.129471   -73.398468   -73.668465   -73.939468   -74.211563   -74.484764   -74.758965   -75.034363   -75.310867   -75.588562   -75.867371   -76.147369   -76.428665   -76.711067   -76.994667   -77.279564   -77.565567   -77.852867   -78.141365   -78.431068   -78.721970   -79.013962   -79.307266   -79.601669   -79.897263   -80.193863   -80.491669   -80.790466   -81.090363   -81.391167   -81.693069   -81.995766   -82.299469   -82.603867   -82.909065   -83.214966   -83.521568   -83.828667   -84.136368   -84.444366   -84.752762   -85.061371   -85.370071   -85.678864
   -55.197166   -55.847866   -56.454365   -57.022064   -57.555866   -58.059868   -58.537468   -58.991867   -59.425568   -59.840767   -60.239563   -60.623764   -60.994766   -61.353966   -61.702568   -62.041763   -62.372269   -62.695068   -63.010963   -63.320564   -63.624565   -63.923470   -64.217766   -64.507866   -64.794365   -65.077568   -65.357765   -65.635368   -65.910568   -66.183670   -66.454865   -66.724564   -66.992767   -67.259865   -67.525864   -67.791069   -68.055466   -68.319366   -68.582870   -68.846069   -69.108963   -69.371864   -69.634865   -69.897865   -70.161163   -70.424667   -70.688667   -70.952965   -71.217865   -71.483368   -71.749466   -72.016266   -72.283867   -72.552269   -72.821465   -73.091568   -73.362564   -73.634567   -73.907669   -74.181664   -74.456863   -74.733063   -75.010468   -75.288971   -75.568665   -75.849464   -76.131569   -76.414864   -76.699463   -76.985168   -77.272263   -77.560562   -77.850166   -78.140968   -78.433067   -78.726471   -79.021065   -79.316971   -79.614067   -79.912468   -80.211967   -80.512764   -80.814667   -81.117767   -81.421967   -81.727264   -82.033569   -82.340866   -82.649170   -82.958466   -83.268570   -83.579567   -83.891266   -84.203667   -84.516769   -84.830368   -85.144470   -85.458862   -85.773567   -86.088470   -86.403465
   -55.630165   -56.274265   -56.874866   -57.437565   -57.967167   -58.467468   -58.942066   -59.393768   -59.825363   -60.238869   -60.636269   -61.019363   -61.389664   -61.748466   -62.096863   -62.435966   -62.766769   -63.090065   -63.406570   -63.716965   -64.021866   -64.321869   -64.617462   -64.908966   -65.196968   -65.481766   -65.763763   -66.043167   -66.320267   -66.595467   -66.868866   -67.140762   -67.411369   -67.680763   -67.949265   -68.216965   -68.484070   -68.750664   -69.016968   -69.282967   -69.548866   -69.814667   -70.080666   -70.346863   -70.613266   -70.880066   -71.147263   -71.414963   -71.683266   -71.952164   -72.221764   -72.492165   -72.763367   -73.035469   -73.308365   -73.582268   -73.857162   -74.133064   -74.409966   -74.688065   -74.967270   -75.247566   -75.529068   -75.811768   -76.095764   -76.380867   -76.667366   -76.955063   -77.244064   -77.534363   -77.825966   -78.118866   -78.413162   -78.708664   -79.005569   -79.303764   -79.603264   -79.904068   -80.206169   -80.509468   -80.814163   -81.120064   -81.427170   -81.735466   -82.044968   -82.355568   -82.667267   -82.980064   -83.293869   -83.608765   -83.924469   -84.241066   -84.558563   -84.876770   -85.195572   -85.515068   -85.835068   -86.155563   -86.476364   -86.797363   -87.118469
   -56.057365   -56.694866   -57.289764   -57.847565   -58.372868   -58.869667   -59.341167   -59.790367   -60.219765   -60.631569   -61.027664   -61.409767   -61.779266   -62.137566   -62.485764   -62.824966   -63.155968   -63.479668   -63.796768   -64.107964   -64.413864   -64.714966   -65.011765   -65.304665   -65.594170   -65.880669   -66.164268   -66.445465   -66.724564   -67.001770   -67.277267   -67.551369   -67.824265   -68.096069   -68.366966   -68.637268   -68.906967   -69.176163   -69.445168   -69.713966   -69.982765   -70.251564   -70.520569   -70.789764   -71.059265   -71.329269   -71.599670   -71.870766   -72.142365   -72.414665   -72.687767   -72.961670   -73.236465   -73.512169   -73.788765   -74.066368   -74.345062   -74.624763   -74.905670   -75.187668   -75.470764   -75.755165   -76.040764   -76.327667   -76.615768   -76.905167   -77.195969   -77.487968   -77.781364   -78.076164   -78.372269   -78.669769   -78.968567   -79.268768   -79.570366   -79.873268   -80.177567   -80.483269   -80.790268   -81.098564   -81.408264   -81.719162   -82.031464   -82.344864   -82.659569   -82.975571   -83.292564   -83.610764   -83.929962   -84.250267   -84.571564   -84.893768   -85.216866   -85.540771   -85.865372   -86.190666   -86.516571   -86.842865   -87.169662   -87.496666   -87.823868
   -56.478867   -57.109768   -57.699066   -58.252068   -58.773167   -59.266365   -59.734867   -60.181564   -60.608864   -61.018967   -61.413765   -61.794868   -62.163666   -62.521469   -62.869568   -63.208664   -63.539963   -63.864067   -64.181870   -64.493767   -64.800667   -65.102768   -65.400764   -65.695068   -65.986069   -66.274063   -66.559364   -66.842468   -67.123466   -67.402565   -67.680168   -67.956467   -68.231567   -68.505768   -68.779068   -69.051865   -69.324066   -69.595963   -69.867668   -70.139267   -70.410866   -70.682564   -70.954468   -71.226768   -71.499367   -71.772469   -72.046066   -72.320366   -72.595367   -72.871063   -73.147568   -73.424866   -73.703171   -73.982468   -74.262665   -74.543968   -74.826370   -75.109970   -75.394669   -75.680466   -75.967667   -76.255966   -76.545670   -76.836563   -77.128868   -77.422470   -77.717468   -78.013763   -78.311569   -78.610664   -78.911270   -79.213165   -79.516571   -79.821365   -80.127563   -80.435165   -80.744263   -81.054665   -81.366562   -81.679764   -81.994370   -82.310265   -82.627563   -82.946167   -83.266068   -83.587166   -83.909363   -84.232864   -84.557465   -84.883270   -85.209961   -85.537666   -85.866364   -86.195862   -86.526169   -86.857162   -87.188866   -87.520966   -87.853668   -88.186661   -88.519867
   -56.894665   -57.519165   -58.102867   -58.651066   -59.168068   -59.657768   -60.123268   -60.567467   -60.992767   -61.401169   -61.794662   -62.174767   -62.542870   -62.900269   -63.248062   -63.587265   -63.918762   -64.243362   -64.561668   -64.874367   -65.182167   -65.485367   -65.784569   -66.080170   -66.372665   -66.662170   -66.949165   -67.234070   -67.516869   -67.798065   -68.077667   -68.356064   -68.633469   -68.909866   -69.185669   -69.460869   -69.735664   -70.010071   -70.284470   -70.558762   -70.833168   -71.107765   -71.382568   -71.657768   -71.933464   -72.209671   -72.486465   -72.763962   -73.042168   -73.321167   -73.601067   -73.881866   -74.163666   -74.446365   -74.730270   -75.015167   -75.301270   -75.588562   -75.876968   -76.166763   -76.457764   -76.750069   -77.043671   -77.338669   -77.634964   -77.932770   -78.231865   -78.532471   -78.834465   -79.137970   -79.442863   -79.749268   -80.057167   -80.366470   -80.677269   -80.989563   -81.303268   -81.618469   -81.935066   -82.253067   -82.572571   -82.893463   -83.215668   -83.539268   -83.864265   -84.190468   -84.517967   -84.846664   -85.176567   -85.507568   -85.839767   -86.172867   -86.507065   -86.842072   -87.177963   -87.514664   -87.852066   -88.189972   -88.528366   -88.867264   -89.206367
   -57.304867   -57.922966   -58.501167   -59.044666   -59.557667   -60.043869   -60.506470   -60.948166   -61.371468   -61.778267   -62.170364   -62.549469   -62.916870   -63.273865   -63.621468   -63.960663   -64.292465   -64.617363   -64.936363   -65.249863   -65.558464   -65.862762   -66.163162   -66.460068   -66.753967   -67.045067   -67.333763   -67.620270   -67.904968   -68.188065   -68.469765   -68.750366   -69.029869   -69.308563   -69.586670   -69.864265   -70.141571   -70.418671   -70.695564   -70.972664   -71.249763   -71.527168   -71.804871   -72.083069   -72.361664   -72.640968   -72.920868   -73.201462   -73.482964   -73.765266   -74.048462   -74.332565   -74.617767   -74.904068   -75.191467   -75.479965   -75.769669   -76.060669   -76.352867   -76.646362   -76.941162   -77.237366   -77.534966   -77.833862   -78.134262   -78.436066   -78.739365   -79.044167   -79.350365   -79.658165   -79.967369   -80.278168   -80.590363   -80.904167   -81.219467   -81.536362   -81.854668   -82.174469   -82.495865   -82.818665   -83.142967   -83.468666   -83.795868   -84.124367   -84.454361   -84.785667   -85.118164   -85.452065   -85.787170   -86.123566   -86.460968   -86.799469   -87.139069   -87.479568   -87.820969   -88.163269   -88.506271   -88.849869   -89.194061   -89.538666   -89.883667
   -57.709366   -58.321266   -58.894066   -59.432865   -59.941864   -60.424667   -60.884369   -61.323769   -61.744965   -62.150169   -62.540970   -62.919067   -63.285866   -63.642365   -63.989769   -64.329063   -64.660965   -64.986366   -65.305969   -65.620163   -65.929665   -66.235069   -66.536568   -66.834869   -67.130066   -67.422768   -67.713066   -68.001266   -68.287865   -68.572868   -68.856567   -69.139168   -69.420868   -69.701866   -69.982269   -70.262268   -70.541962   -70.821564   -71.101166   -71.380768   -71.660667   -71.940865   -72.221466   -72.502464   -72.784065   -73.066368   -73.349365   -73.633064   -73.917664   -74.203262   -74.489670   -74.777267   -75.065765   -75.355469   -75.646362   -75.938469   -76.231766   -76.526268   -76.822166   -77.119469   -77.418068   -77.718063   -78.019470   -78.322365   -78.626770   -78.932564   -79.239967   -79.548866   -79.859268   -80.171165   -80.484665   -80.799767   -81.116364   -81.434570   -81.754364   -82.075668   -82.398567   -82.722969   -83.048965   -83.376465   -83.705566   -84.036064   -84.368065   -84.701569   -85.036362   -85.372665   -85.710266   -86.049271   -86.389565   -86.731064   -87.073761   -87.417564   -87.762466   -88.108368   -88.455261   -88.802963   -89.151566   -89.500763   -89.850571   -90.200867   -90.551666
   -58.108368   -58.714066   -59.281567   -59.815765   -60.320869   -60.800262   -61.257164   -61.694069   -62.113365   -62.516968   -62.906570   -63.283669   -63.649765   -64.005867   -64.353065   -64.692368   -65.024567   -65.350365   -65.670464   -65.985367   -66.295868   -66.602165   -66.904968   -67.204468   -67.501068   -67.795166   -68.087067   -68.377068   -68.665466   -68.952362   -69.237968   -69.522667   -69.806465   -70.089668   -70.372368   -70.654770   -70.936867   -71.218964   -71.501167   -71.783371   -72.065964   -72.348862   -72.632263   -72.916168   -73.200668   -73.485962   -73.771965   -74.058762   -74.346466   -74.635269   -74.924965   -75.215767   -75.507668   -75.800766   -76.095062   -76.390564   -76.687469   -76.985565   -77.285164   -77.586067   -77.888367   -78.192169   -78.497467   -78.804169   -79.112465   -79.422264   -79.733665   -80.046570   -80.361069   -80.677269   -80.994965   -81.314270   -81.635162   -81.957764   -82.281868   -82.607666   -82.935066   -83.263962   -83.594566   -83.926666   -84.260361   -84.595665   -84.932465   -85.270767   -85.610466   -85.951668   -86.294266   -86.638268   -86.983665   -87.330261   -87.678070   -88.027161   -88.377365   -88.728561   -89.080872   -89.433968   -89.787964   -90.142761   -90.498169   -90.854065   -91.210464
